"num_critic_for_reviews","duration","director_facebook_likes","gross","num_voted_users","facenumber_in_poster","num_user_for_reviews","language","country","content_rating","imdb_score","movie_facebook_likes","length_of_title","years","average_actor_likes","genres_new"
261,133,0,7097125,38983,1,207,"English","USA","R",5.4,11000,8,3,8876,"Action"
197,106,14,37760080,72868,2,618,"English","USA","PG",6.1,0,37,14,4194,"Action"
159,116,105,5851188,31124,1,313,"English","UK","R",4.2,764,16,12,606,"Crime"
286,115,101,25121291,177653,1,279,"English","USA","R",6.7,34000,11,5,4862,"Action"
156,99,212,18821279,44891,0,202,"English","USA","PG-13",4.2,12000,22,4,372,"Action"
176,124,31,118471320,86504,0,568,"English","USA","PG-13",6.4,0,20,16,4051,"Action"
293,124,171,300523113,184637,3,498,"English","USA","PG-13",4.9,29000,26,8,16000,"Adventure"
141,124,0,71069884,101899,0,445,"English","USA","R",6.8,0,9,17,10860,"Crime"
304,87,275,251501645,385943,0,296,"English","USA","PG",7.7,31000,13,8,3325,"Animation"
40,105,29,35324232,32224,1,62,"English","USA","R",5.6,617,11,23,300,"Action"
280,125,3000,81257500,117739,0,229,"English","USA","R",6.4,30000,5,3,9333,"Comedy"
180,141,448,617840,52496,2,172,"English","Spain","R",7.2,29000,5,9,466,"Adventure"
125,121,18,29655590,53970,4,435,"English","USA","PG-13",6,0,11,19,877,"Action"
237,111,101,45045037,103230,3,143,"English","USA","R",5.9,10000,9,7,855,"Comedy"
209,157,0,28965197,133526,1,521,"English","USA","R",7.9,0,11,19,5169,"Biography"
178,117,44,27550735,27481,0,113,"English","USA","PG-13",6.8,12000,16,2,627,"Action"
238,128,0,39380442,174248,1,263,"English","USA","R",7.1,0,12,10,9761,"Action"
190,114,116,72980108,80338,2,264,"English","USA","PG-13",5.9,0,19,8,2994,"Comedy"
393,105,335,37516013,128629,0,348,"English","USA","R",5.9,98000,31,6,2304,"Action"
138,113,36,87704396,88132,1,274,"English","USA","PG-13",6.2,0,10,19,399,"Action"
142,121,38,83892374,85720,0,297,"English","USA","PG-13",7,0,11,20,837,"Drama"
90,102,4,5932060,29285,0,174,"English","UK","PG-13",5.4,0,15,11,4835,"Action"
219,169,14000,216119491,881236,2,2277,"English","USA","R",8.6,22000,19,20,14000,"Action"
327,132,76,43568507,136954,1,346,"English","USA","PG-13",6.5,32000,14,4,2155,"Action"
149,127,278,182805123,158864,1,395,"English","USA","PG-13",6.4,0,15,18,1289,"Comedy"
193,103,77,176387405,328159,0,467,"English","USA","PG",7.6,3000,7,16,925,"Adventure"
175,136,759,33685268,75573,1,662,"English","USA","R",5.5,4000,12,15,3984,"Drama"
538,150,14000,182204440,197412,0,720,"English","USA","PG-13",7.4,71000,7,6,8160,"Biography"
313,136,0,171383253,1217752,3,3646,"English","USA","R",8.7,25000,10,19,6081,"Action"
159,140,2000,172071312,208817,0,296,"English","USA","PG",7.6,5000,9,23,5507,"Adventure"
196,113,719,119412921,240241,0,391,"English","USA","R",7.5,0,12,28,377,"Action"
80,104,54,139225854,34561,0,116,"English","USA","G",5.5,1000,18,16,844,"Comedy"
488,158,0,148775460,243834,1,845,"English","USA","PG-13",7.6,144000,14,6,14667,"Drama"
153,119,0,115731542,151812,2,556,"English","USA","PG",6.5,0,15,20,5512,"Comedy"
173,106,285,100468793,212499,2,277,"English","USA","R",6.9,0,13,10,3702,"Comedy"
156,136,258,93771072,135404,0,318,"English","USA","PG-13",6.7,0,17,20,4089,"Action"
307,95,480,100448498,272789,3,285,"English","USA","R",6.6,25000,8,8,7350,"Comedy"
322,137,11000,115603980,103589,0,351,"English","USA","PG-13",7.2,35000,8,4,644,"Biography"
169,130,16000,90454043,60165,1,326,"English","USA","PG-13",6.4,0,13,18,5637,"Action"
74,124,212,84049211,96096,1,172,"English","USA","R",6.4,0,11,25,4700,"Action"
72,108,610,70450000,77390,2,189,"English","USA","R",6,0,12,22,609,"Action"
86,104,226,69688384,34473,1,139,"English","USA","PG",6.1,0,7,18,4765,"Comedy"
242,129,0,70236496,67395,0,564,"English","USA","PG-13",6,0,18,12,4542,"Drama"
141,117,179,63695760,61490,1,264,"English","USA","PG-13",6.4,0,15,15,4134,"Drama"
313,99,119,59617068,213863,0,310,"English","USA","R",6.4,59000,12,6,373,"Comedy"
280,159,0,55637680,227071,1,1500,"English","UK","R",7.3,10000,14,19,3700,"Drama"
176,118,87,85911262,24735,6,213,"English","USA","PG",5.2,16000,5,4,1310,"Comedy"
279,105,43,53846915,149337,0,221,"English","USA","R",6.6,23000,5,3,3776,"Comedy"
241,103,368,54758461,147641,3,238,"English","USA","PG-13",6.3,18000,14,6,9507,"Action"
185,122,687,52397389,132954,0,514,"English","USA","R",5.9,0,14,14,5986,"Action"
117,143,0,38966057,23940,0,157,"English","France","R",6.7,688,14,20,345,"Comedy"
239,96,545,42345531,104831,0,423,"English","Germany","R",5.4,32000,26,6,5325,"Action"
230,111,545,36064910,166610,4,211,"English","USA","R",6.4,0,10,10,9226,"Action"
94,121,212,33328051,60508,2,285,"English","USA","R",6.7,4000,23,22,346,"Action"
134,135,138,32598931,49300,1,265,"English","USA","R",6.2,892,13,18,233,"Action"
136,101,4000,28045540,67707,0,202,"English","USA","PG",6.1,0,26,13,10513,"Action"
315,151,21000,37023395,1347461,2,2968,"English","USA","R",8.8,48000,10,19,4140,"Drama"
96,131,368,43532294,46951,0,175,"English","USA","PG",7.1,0,15,12,3971,"Drama"
60,100,36,17218080,43376,0,249,"English","USA","R",5.7,0,11,27,4776,"Action"
60,105,0,10014234,8560,1,69,"English","France","R",5,177,13,18,797,"Comedy"
308,92,72,19059018,65709,0,194,"English","Australia","PG-13",5.1,15000,15,4,595,"Action"
127,130,2000,1987287,25474,0,138,"English","UK","PG-13",6.9,0,12,13,126,"Crime"
196,100,38,24407944,71202,0,380,"English","Canada","PG-13",4.8,0,7,13,1667,"Action"
339,102,436,13750556,111102,3,239,"English","USA","R",6.5,32000,28,4,14000,"Action"
96,133,521,31054924,17025,1,290,"English","USA","R",5.1,295,13,19,4323,"Drama"
361,121,175,43247140,134625,0,265,"English","UK","PG-13",7.1,40000,7,3,588,"Adventure"
226,147,670,2208939,190490,0,482,"English","Germany","R",7.5,26000,32,12,73,"Crime"
194,94,116,213079163,162909,2,795,"English","USA","PG-13",6.2,0,27,16,549,"Action"
138,94,42,19548064,25681,1,77,"English","Hong Kong","PG",6.3,0,9,9,7223,"Action"
308,127,14000,356784000,613473,0,895,"English","USA","PG-13",8.1,19000,13,25,589,"Adventure"
40,212,759,25052000,35314,0,145,"English","USA","PG-13",6.6,0,10,24,1246,"Adventure"
42,141,176,122012710,69663,1,133,"English","USA","PG-13",6.9,0,24,24,4195,"Action"
68,103,10,72413,11584,3,86,"Mandarin","China","R",6.1,0,12,3,15,"Action"
78,98,322,58255287,39471,1,187,"English","USA","PG-13",4.3,0,9,12,855,"Comedy"
178,116,84,77086030,65297,0,602,"English","France","PG-13",6.6,0,5,18,4161,"Action"
75,114,0,65000000,43027,0,214,"English","USA","PG-13",6.8,0,22,23,498,"Comedy"
150,87,12,32178777,43300,6,250,"English","USA","PG-13",3.8,0,13,10,1537,"Comedy"
113,125,11,15738632,38076,2,399,"English","USA","R",5.9,0,23,17,4257,"Action"
596,187,16000,54116191,272839,1,1018,"English","USA","R",7.9,114000,17,3,16000,"Crime"
191,93,8,118153533,129995,2,246,"English","USA","PG-13",6.3,0,15,11,3323,"Comedy"
156,95,25,108012170,24089,0,82,"English","USA","PG",5.5,0,3,7,697,"Adventure"
460,117,0,210592590,607235,0,2073,"English","USA","R",7.7,13000,3,12,10482,"Action"
141,106,116,279167575,211296,6,428,"English","USA","PG-13",6.3,0,16,14,7807,"Comedy"
180,115,64,143151473,116681,0,320,"English","USA","PG",7.1,11000,11,10,1188,"Comedy"
186,189,0,136801374,782610,0,1377,"English","USA","R",8.5,30000,14,19,5479,"Crime"
177,100,12,168213584,99989,3,255,"English","USA","PG-13",5.9,0,9,11,353,"Action"
161,81,10,135381507,63912,0,251,"English","USA","G",5.8,912,14,13,684,"Adventure"
568,149,21000,167735396,569841,0,1127,"English","USA","R",8.1,146000,9,4,757,"Crime"
249,119,218,121468960,407601,1,849,"English","USA","PG-13",7.9,0,19,16,4407,"Action"
137,130,258,106635996,199025,2,416,"English","UK","PG-13",7.2,0,9,23,375,"Action"
113,116,165,102678089,42705,0,274,"English","USA","R",6.3,885,22,19,518,"Drama"
213,103,608,125603360,667983,1,877,"English","USA","PG",8.1,18000,15,20,1064,"Comedy"
120,99,59,101217900,91093,2,353,"English","USA","PG",7,0,19,20,393,"Adventure"
81,92,41,104148781,49486,1,116,"English","USA","PG",5.5,886,14,15,826,"Comedy"
265,109,175,75573300,156898,1,172,"English","USA","R",6.7,22000,6,5,6319,"Action"
105,87,6,93375151,46031,0,235,"English","USA","PG",5.2,0,11,17,1356,"Action"
155,111,473,106126012,285623,6,497,"English","USA","PG-13",7,0,15,15,11694,"Action"
118,101,30,93307796,85673,2,269,"English","USA","PG-13",6.1,0,16,16,748,"Comedy"
131,83,35,90646554,124641,0,289,"English","USA","PG",6.6,0,4,20,8251,"Adventure"
166,113,0,109176215,83506,6,144,"English","USA","PG-13",5.5,0,15,9,1814,"Comedy"
60,107,12000,82670733,60476,0,97,"English","USA","PG-13",5.9,0,15,28,4565,"Action"
77,94,163,82569532,42737,6,128,"English","USA","PG",5.4,781,22,13,5667,"Adventure"
249,132,47,81687587,138246,0,360,"English","USA","PG-13",6.4,24000,17,3,729,"Action"
213,140,708,80574010,63493,1,302,"English","USA","PG-13",5.7,26000,13,8,6582,"Drama"
121,125,420,75764085,85844,1,322,"English","USA","PG-13",6.7,0,14,18,5209,"Comedy"
315,111,124,90356857,238916,4,328,"English","USA","PG-13",7.1,32000,3,8,8119,"Action"
171,156,0,75530832,97047,5,452,"English","USA","R",6.8,0,16,19,5667,"Drama"
96,170,0,75370763,32353,0,263,"English","USA","PG-13",6.5,0,19,20,6793,"Drama"
299,120,0,100003492,293662,0,836,"English","USA","R",7.6,0,10,14,3844,"Crime"
167,100,55,90341670,102129,4,432,"English","USA","PG-13",5.5,0,17,16,4472,"Action"
125,115,13,74540762,48753,2,323,"English","USA","PG-13",6.5,0,9,14,1193,"Action"
387,130,188,80033643,226570,2,448,"English","USA","PG-13",7,38000,12,6,4667,"Action"
199,105,212,73648142,99043,1,643,"English","USA","R",5.8,0,13,19,929,"Action"
136,111,197,71844424,33158,0,223,"English","USA","PG",7.3,0,10,9,216,"Documentary"
436,106,0,75638743,180479,4,411,"English","USA","PG-13",6.6,42000,9,7,4472,"Drama"
73,89,18,66734992,23476,0,181,"English","USA","PG",4.4,858,13,15,380,"Action"
310,100,253,75280058,143121,1,279,"English","USA","PG",7.7,10000,8,9,198,"Animation"
323,91,0,64505912,163130,0,1264,"English","USA","R",5,6000,13,10,4232,"Sci-Fi"
171,146,12000,77862546,266310,2,690,"English","USA","R",7.7,14000,11,14,6481,"Action"
76,98,48,61112916,14888,0,83,"English","USA","PG",4.4,747,14,12,7553,"Comedy"
173,101,480,88200225,120795,5,308,"English","USA","PG-13",6.1,0,15,14,839,"Comedy"
81,94,32,60573641,68406,1,162,"English","USA","PG",5.4,0,18,22,703,"Comedy"
242,132,0,59035104,244566,1,597,"English","USA","PG-13",6.8,0,7,14,287,"Action"
110,115,234,56702901,23302,1,181,"English","USA","PG-13",6.5,1000,14,20,1358,"Drama"
328,92,28,55994557,72287,0,176,"English","USA","PG",7,12000,10,6,3823,"Adventure"
83,124,105,54910560,88225,0,227,"English","USA","R",6.3,0,10,21,12487,"Action"
196,119,610,53789313,89816,0,347,"English","USA","PG-13",6.3,0,8,15,777,"Action"
34,124,50,51045801,11370,2,54,"English","USA","PG-13",6.1,829,19,22,872,"Drama"
118,93,18,50818750,31209,0,106,"English","UK","G",6.1,0,22,10,3968,"Adventure"
81,98,11,50189179,61966,2,207,"English","USA","PG-13",5.3,797,10,16,584,"Action"
47,92,14,50024083,35918,1,126,"English","USA","R",5.4,1000,29,23,599,"Action"
313,105,0,50549107,99035,3,289,"English","USA","PG-13",6.2,17000,25,4,407,"Action"
315,124,737,56443482,75329,3,256,"English","USA","PG-13",6.6,24000,3,3,23333,"Biography"
225,99,24,62401264,69484,3,323,"English","UK","R",5.9,28000,17,2,6619,"Action"
223,116,0,47748610,170179,0,656,"English","USA","R",6.3,0,19,21,797,"Action"
198,124,845,46975183,256213,0,338,"English","USA","R",7.2,0,7,11,471,"Action"
219,96,7,50807639,40883,3,122,"English","USA","PG",6.8,11000,13,4,728,"Adventure"
92,104,165,46611204,55749,1,257,"English","USA","PG-13",6.1,0,15,20,970,"Comedy"
435,100,97,257756197,246698,0,471,"English","Australia","PG",7.8,64000,14,4,7000,"Action"
111,115,11,48472213,51252,2,156,"English","USA","PG-13",5,621,39,13,800,"Action"
138,101,38,43060566,107859,0,569,"English","USA","PG-13",6.2,0,13,16,17333,"Action"
415,113,181,45996718,173530,3,264,"English","USA","R",6.7,40000,14,5,11200,"Action"
170,100,11000,43337279,76770,2,203,"English","USA","PG-13",4.9,0,8,9,3828,"Adventure"
306,134,16000,37479778,124222,1,259,"English","USA","PG-13",7.4,23000,8,9,8068,"Biography"
252,127,162,36965395,113295,3,235,"English","USA","PG-13",7.1,0,13,9,6376,"Crime"
211,125,209,40559930,41727,0,184,"English","USA","PG-13",6.2,0,9,9,3299,"Comedy"
49,94,80,36830057,10883,2,73,"English","USA","PG",4.9,448,19,19,549,"Comedy"
161,107,69,36279230,42144,0,213,"English","USA","PG-13",6.1,690,12,12,245,"Action"
156,91,2,42194060,41259,1,72,"English","Spain","PG",6.1,0,9,9,7493,"Adventure"
172,116,53,43119879,58450,0,842,"English","USA","PG-13",6.4,0,18,16,9635,"Action"
161,100,0,35096190,76560,1,322,"English","USA","PG-13",6.3,0,19,15,348,"Comedy"
239,111,39,35754555,47954,0,150,"English","USA","PG-13",6.8,11000,22,6,5786,"Drama"
258,117,258,43290977,75201,1,256,"English","UK","R",6.6,0,16,8,1299,"Crime"
95,110,0,33927476,19176,0,165,"English","UK","R",5.7,956,9,21,387,"Horror"
105,96,11000,32122249,69319,1,138,"English","USA","R",5.9,846,12,16,7543,"Comedy"
198,101,50,40076438,73368,2,248,"English","USA","R",6,0,14,10,12333,"Action"
79,111,17,32940507,54314,1,127,"English","USA","R",6.1,0,14,20,4873,"Action"
210,117,456,31670931,44099,0,143,"English","UK","PG-13",6.7,0,11,9,7503,"Biography"
125,126,0,30695227,45296,3,267,"English","USA","PG-13",6.7,0,26,18,10667,"Drama"
149,152,488,32522352,207287,1,822,"English","USA","R",7.9,15000,13,18,11316,"Adventure"
77,86,25,28424210,27517,0,74,"English","UK","PG",5,470,10,12,4755,"Animation"
77,101,93,26082914,51349,2,213,"English","USA","PG-13",4.3,0,23,13,246,"Action"
225,87,124,29136626,97089,0,233,"English","USA","PG-13",5.7,20000,6,7,461,"Action"
98,85,0,26288320,36144,0,91,"English","USA","PG",6.7,880,32,15,3728,"Adventure"
172,130,545,26616590,120416,0,857,"English","UK","R",6.7,10000,13,21,620,"Horror"
703,173,0,623279547,995415,3,1722,"English","USA","PG-13",8.1,123000,12,6,22000,"Action"
117,104,293,30063805,31788,0,243,"English","USA","PG-13",6.1,0,9,16,434,"Drama"
240,121,0,22518325,63363,0,644,"English","Germany","R",5.6,0,16,12,6942,"Crime"
123,140,23,13082288,35565,1,247,"English","UK","PG-13",6.6,2000,7,12,4119,"Action"
110,131,37,18208078,57100,3,281,"English","USA","R",6.9,0,15,17,774,"Action"
100,91,394,14218868,14596,0,282,"English","USA","PG-13",4.8,589,9,18,416,"Horror"
189,118,167,22451,41288,0,126,"English","USA","PG-13",6.2,17000,13,4,7220,"Drama"
212,130,91,31165421,107028,3,457,"English","USA","PG-13",6,44000,37,5,2667,"Fantasy"
127,90,48,11802056,31640,1,109,"English","USA","PG",4.9,791,9,10,523,"Adventure"
196,103,179,25472967,44966,2,411,"English","USA","PG-13",5.6,0,10,13,403,"Drama"
115,122,2000,22362500,35599,0,195,"English","USA","PG-13",6.1,641,4,19,4333,"Comedy"
161,106,34,17281832,60232,3,110,"English","Germany","PG",6.1,0,8,10,1489,"Adventure"
223,103,436,19781879,53864,1,290,"English","USA","PG-13",4.8,2000,10,10,6799,"Action"
181,107,192,7605668,47320,2,188,"English","UK","R",5.5,12000,9,3,14093,"Action"
140,156,892,4535117,38398,3,368,"English","Germany","PG-13",3.8,0,45,11,8823,"Action"
54,127,258,4426297,22570,2,156,"English","USA","R",6.5,0,14,15,4108,"Adventure"
81,132,131,10166502,18209,0,183,"Filipino","USA","R",6.7,0,14,13,3847,"Action"
579,108,84,363024263,479047,0,1058,"English","USA","R",8.1,117000,8,2,5722,"Action"
56,114,65,12065985,16260,1,88,"English","USA","PG",4.9,296,8,20,638,"Comedy"
490,133,16000,350123553,325264,0,916,"English","USA","R",7.3,112000,15,4,5093,"Action"
218,103,11,80021740,47968,4,154,"English","USA","PG",6.4,35000,10,3,1181,"Adventure"
142,95,70,48291624,82819,1,263,"English","USA","PG-13",6.7,0,16,13,772,"Comedy"
57,90,32,35231365,15517,0,85,"English","USA","PG",3.6,500,34,18,900,"Comedy"
84,87,10,53715611,92106,1,171,"English","USA","R",5.7,2000,9,30,4783,"Action"
186,114,0,31199215,27664,8,120,"English","USA","PG-13",6,472,12,10,123,"Comedy"
133,103,30,29580087,29523,2,121,"English","USA","PG-13",4.7,0,31,9,875,"Comedy"
246,125,189,44665963,159931,2,281,"English","USA","PG-13",6.3,22000,14,5,895,"Comedy"
253,97,545,60128566,131447,1,410,"English","Germany","R",5.9,19000,24,8,5176,"Action"
144,125,143,49875589,28807,0,273,"English","USA","PG-13",5.9,0,9,6,728,"Action"
117,136,138,60984028,259519,2,431,"English","USA","R",7.5,11000,20,21,13667,"Drama"
157,116,51,36931089,70681,2,198,"English","USA","R",5.6,12000,13,6,4874,"Comedy"
60,103,357,51317350,78343,0,139,"English","USA","PG-13",6.4,0,11,22,901,"Action"
117,97,420,28328132,38298,2,147,"English","USA","PG-13",6.3,782,16,14,2485,"Action"
287,96,83,51774002,87745,1,331,"English","USA","PG-13",4.3,18000,32,7,4667,"Action"
96,131,108,25528495,28099,2,220,"English","UK","R",5.9,0,26,17,7767,"Drama"
125,95,163,113006880,66308,0,225,"English","Canada","PG",5.5,0,12,13,5150,"Action"
117,86,10,45860039,53118,1,221,"English","USA","PG-13",6.2,0,12,14,4381,"Action"
149,142,0,329691196,1251222,0,1398,"English","USA","PG-13",8.8,59000,12,24,5163,"Comedy"
131,92,25,217326336,57276,0,146,"English","USA","PG",5.2,0,23,11,786,"Animation"
150,108,116,166225040,260442,2,507,"English","USA","PG-13",7,0,16,18,7807,"Comedy"
92,84,12,141600000,119675,1,216,"English","USA","G",6.6,0,10,23,8584,"Adventure"
169,188,503,134218018,126357,0,497,"English","USA","PG",7.3,0,8,40,3687,"Action"
57,95,293,128769345,86556,1,99,"English","USA","PG-13",5.6,960,19,22,789,"Comedy"
171,118,72,177575142,244840,1,372,"English","USA","PG-13",6.6,0,5,13,3885,"Comedy"
53,92,39,105263257,56168,0,103,"English","USA","PG",5.4,5000,20,21,1340,"Action"
153,74,58,104354205,162331,3,332,"English","USA","R",6.3,0,16,15,1531,"Comedy"
491,134,521,107100855,323353,0,527,"English","USA","PG-13",7.9,65000,16,5,5240,"Biography"
247,101,189,98711404,127571,2,207,"English","USA","PG-13",6.3,0,10,8,11000,"Comedy"
26,100,52,100328194,85903,0,92,"English","USA","PG",6,0,6,23,536,"Comedy"
292,132,845,101530738,229574,0,436,"English","USA","R",7.2,56000,13,4,11894,"Action"
114,105,61,93815117,68417,2,242,"English","USA","PG-13",5.1,0,17,16,2178,"Comedy"
82,123,12000,91400000,81026,0,194,"English","USA","R",7.3,0,12,23,9555,"Action"
201,117,125,162586036,338383,0,611,"English","USA","PG-13",8,32000,24,12,3595,"Biography"
231,98,124,89706988,126746,1,600,"English","USA","PG-13",6.2,0,10,13,597,"Drama"
55,128,272,83000000,36587,0,95,"English","USA","R",6,0,10,24,1065,"Drama"
110,114,52,78745923,94407,1,322,"English","Germany","PG-13",6.7,0,14,20,4414,"Drama"
354,111,16000,70098138,735784,0,2105,"English","USA","R",8.1,13000,17,15,819,"Action"
140,85,0,66365290,56874,2,358,"English","USA","PG-13",6.4,0,9,19,7450,"Comedy"
304,137,16000,66207920,512749,0,935,"English","USA","R",8,0,17,14,542,"Action"
45,97,96,63408614,75365,1,149,"English","USA","R",6.3,0,12,29,4651,"Action"
49,104,0,58422650,78974,3,173,"English","USA","PG-13",6.4,8000,17,26,8271,"Comedy"
146,110,9,56932305,96690,2,293,"English","USA","PG-13",6.6,0,13,18,230,"Action"
60,133,53,68750000,40858,0,144,"English","USA","R",6.4,0,18,22,681,"Action"
189,94,70,68218041,67191,1,108,"English","USA","PG",6,14000,21,7,682,"Comedy"
206,104,50,25040293,88049,0,279,"English","USA","PG-13",6.6,0,21,10,2303,"Action"
118,91,39,55747724,18042,1,73,"English","USA","PG",5.9,0,10,5,718,"Adventure"
210,145,21000,55473600,207686,0,776,"English","USA","R",6.4,0,7,26,350,"Action"
76,135,317,49994804,29205,1,194,"English","USA","PG",6.3,0,5,22,44,"Biography"
149,122,287,41609593,145422,2,572,"English","UK","R",7.3,0,5,20,8045,"Action"
62,110,81,38553833,46239,0,155,"English","USA","R",6.8,0,26,22,526,"Adventure"
224,95,17,76137505,49207,0,174,"English","UK","PG",7.2,30000,10,4,718,"Animation"
265,102,82,34350553,104066,4,207,"English","USA","R",5.7,15000,9,6,583,"Action"
135,94,607,34238611,35830,1,321,"English","USA","R",6,0,10,15,555,"Action"
100,126,226,34098563,27191,1,232,"English","USA","R",6.5,0,8,19,4250,"Drama"
123,118,101,33828318,44453,2,154,"English","USA","PG-13",5.8,0,12,15,4572,"Comedy"
164,99,3,33472850,67005,3,119,"English","USA","R",5.8,0,8,10,3000,"Comedy"
238,88,91,31051126,36877,0,101,"English","UK","PG",6.7,0,28,6,1796,"Adventure"
264,141,16000,35707327,199056,0,387,"English","USA","R",7.8,14000,10,10,4167,"Crime"
47,107,99,20550712,40346,1,95,"English","USA","PG-13",5.6,1000,14,22,9860,"Action"
50,116,12000,18573791,38533,3,89,"English","USA","R",5.8,0,7,22,7723,"Action"
153,143,541,51225796,96654,0,2047,"English","UK","PG-13",7.4,0,24,14,6474,"Drama"
202,114,159,16264475,54787,1,216,"English","UK","PG-13",6.9,0,25,11,5292,"Biography"
178,93,45,25857987,110614,0,532,"English","USA","PG-13",5.5,0,8,13,3271,"Action"
84,280,33,12870569,13215,0,497,"English","USA","PG-13",6.3,953,17,15,499,"Drama"
44,100,0,11466088,8983,0,84,"English","USA","R",4.7,316,10,21,873,"Action"
93,107,11,16088610,10417,2,39,"English","USA","PG",5.6,610,12,9,683,"Comedy"
277,119,33,51178893,24285,4,110,"English","USA","PG",6.4,10000,19,4,1839,"Adventure"
76,95,906,6768055,11148,0,229,"English","UK","PG",4.2,437,12,14,607,"Action"
197,119,59,39440655,61680,1,222,"English","USA","PG-13",6.4,19000,9,8,1168,"Drama"
186,133,0,6167817,62607,1,239,"French","France","R",7.7,0,22,14,108,"Drama"
224,117,0,81645152,158267,1,559,"English","USA","R",6.7,0,8,16,4588,"Action"
202,123,125,69951824,232710,1,599,"English","USA","PG-13",7.7,26000,12,10,4612,"Drama"
279,92,394,9483821,39247,3,131,"English","USA","R",5.7,10000,18,6,8188,"Action"
110,170,0,66676062,267980,1,545,"English","USA","R",7.6,0,23,28,5296,"Crime"
190,123,488,26838389,58658,0,495,"English","USA","PG-13",6.4,0,13,13,3667,"Comedy"
136,110,94,75604320,68417,1,195,"English","USA","PG-13",5.6,0,18,12,254,"Comedy"
121,116,44,108200000,76331,4,269,"English","USA","PG",6.8,0,11,38,493,"Action"
131,121,102,5660084,41620,0,418,"English","USA","R",2.4,2000,5,15,74,"Comedy"
127,128,234,7221458,20740,0,178,"English","Germany","PG-13",6.2,0,18,12,8860,"Drama"
160,99,309,70327868,58416,0,301,"English","Germany","R",5.9,0,5,18,8192,"Action"
78,94,383,58297830,86347,1,191,"English","USA","G",7.1,0,9,21,1854,"Adventure"
209,127,1000,57386369,224013,1,2319,"English","USA","PG-13",7.6,10000,13,17,781,"Drama"
98,89,17,45207112,21283,1,190,"English","USA","PG-13",5.5,361,20,17,4337,"Crime"
391,123,108,62563543,115216,7,289,"English","USA","R",7,44000,10,3,20667,"Biography"
279,135,16000,33574332,101221,0,415,"English","USA","R",7.1,0,20,12,7983,"Drama"
216,118,473,73343413,217480,0,429,"English","USA","R",7.4,21000,19,9,6654,"Crime"
250,189,0,25031037,155496,0,532,"English","USA","R",7.6,0,10,11,6667,"Action"
78,172,438,22843047,6082,1,207,"English","USA","R",5.9,853,7,20,652,"Drama"
106,124,161,5755286,18310,1,63,"English","USA","PG-13",5.9,672,9,11,8227,"Drama"
194,141,14000,164435221,525801,0,667,"English","USA","PG-13",8,15000,19,16,15667,"Biography"
558,157,0,95720716,216032,0,640,"English","USA","R",7.4,39000,16,6,768,"Drama"
183,106,235,118683135,102167,1,483,"English","USA","PG-13",5.8,0,12,12,1963,"Comedy"
238,108,58,143704210,145974,1,611,"English","USA","PG-13",6.3,10000,10,10,8613,"Comedy"
186,125,0,110476776,95437,12,211,"English","USA","PG-13",5.7,9000,15,8,12333,"Comedy"
144,107,422,80270227,66382,5,612,"English","USA","PG-13",5.1,0,20,13,515,"Action"
156,215,0,36385763,138941,0,1448,"English","USA","R",7.6,0,17,20,560,"Drama"
215,118,71,37035845,136680,2,149,"English","USA","R",6.4,13000,13,7,8878,"Comedy"
140,118,869,34580635,100743,1,549,"English","UK","R",7.4,0,15,19,61,"Biography"
133,178,17000,42438300,333542,2,533,"English","USA","R",8.2,11000,6,23,7765,"Biography"
203,92,180,23324666,97775,1,211,"English","France","R",6.5,0,20,8,140,"Action"
127,104,13,23020488,42324,3,180,"English","USA","PG-13",5.5,846,16,15,665,"Action"
155,116,101,90567722,185878,1,481,"English","USA","R",6.5,0,18,18,531,"Comedy"
98,90,176,72601713,21396,1,155,"English","Germany","PG",5.6,605,8,12,587,"Animation"
71,93,14,35092918,15740,0,110,"English","USA","PG",4.9,1000,14,12,1243,"Comedy"
299,130,129,296623634,220758,2,919,"English","USA","PG-13",4.6,13000,27,9,16667,"Adventure"
212,90,80,267652016,467113,1,945,"English","USA","PG",7.9,0,5,17,72,"Adventure"
413,106,53,62453315,200035,2,407,"English","USA","PG-13",7.1,36000,21,7,4852,"Romance"
67,155,58,165500000,145257,0,322,"English","USA","PG-13",6.9,0,29,27,12240,"Action"
109,139,488,153620822,189923,0,318,"English","USA","R",7.3,0,13,22,3780,"Comedy"
457,112,3000,218628680,471644,1,623,"English","USA","R",7,74000,3,6,6333,"Comedy"
156,139,274,147637474,224671,0,470,"English","USA","PG-13",7.7,11000,18,21,450,"Comedy"
55,115,293,135014968,80580,1,375,"English","USA","PG-13",6.7,0,11,20,23959,"Biography"
272,143,285,2175312,131227,2,346,"English","USA","PG-13",6.3,41000,33,5,8667,"Comedy"
117,96,65,126203320,110432,1,309,"English","USA","PG-13",5.8,0,9,16,7943,"Comedy"
539,112,14000,126975169,287822,0,849,"English","USA","PG-13",7.1,37000,7,7,659,"Mystery"
169,131,0,125548685,135246,0,498,"English","USA","R",7.3,0,15,18,3180,"Biography"
140,116,80,105807520,156717,2,357,"English","USA","PG-13",6.4,0,28,15,4217,"Comedy"
330,112,97,191616238,258186,2,322,"English","USA","R",7.1,24000,14,4,6168,"Action"
120,123,277,105264608,239752,0,406,"English","USA","R",7.6,11000,50,24,8333,"Drama"
190,104,235,97680195,271691,1,243,"English","USA","PG-13",6.8,0,7,10,8667,"Comedy"
